0 1:140.0 2:125.0 3:9.0 4:0.0 5:0.0 6:0.2777779 7:0.06296301 8:0.66666675 9:0.31111118 10:6.185185 11:7.3333335 12:7.6666665 13:3.5555556 14:3.4444444 15:4.4444447 16:-7.888889 17:7.7777777 18:0.5456349 19:-1.1218182
0 1:188.0 2:133.0 3:9.0 4:0.0 5:0.0 6:0.33333334 7:0.26666674 8:0.5 9:0.077777736 10:6.6666665 11:8.333334 12:7.7777777 13:3.8888888 14:5.0 15:3.3333333 16:-8.333333 17:8.444445 18:0.53858024 19:-0.92481726
0 1:105.0 2:139.0 3:9.0 4:0.0 5:0.0 6:0.27777782 7:0.107407436 8:0.83333325 9:0.52222216 10:6.111111 11:7.5555553 12:7.2222223 13:3.5555556 14:4.3333335 15:3.3333333 16:-7.6666665 17:7.5555553 18:0.5326279 19:-0.96594584
0 1:34.0 2:137.0 3:9.0 4:0.0 5:0.0 6:0.5000002 7:0.16666673 8:1.111111 9:0.47407418 10:5.851852 11:7.7777777 12:6.4444447 13:3.3333333 14:5.7777777 15:1.7777778 16:-7.5555553 17:7.7777777 18:0.57363313 19:-0.74427164
0 1:39.0 2:111.0 3:9.0 4:0.0 5:0.0 6:0.72222227 7:0.37407416 8:0.8888889 9:0.4296295 10:6.037037 11:7.0 12:7.6666665 13:3.4444444 14:2.8888888 15:4.888889 16:-7.7777777 17:7.888889 18:0.56291884 19:-1.1757725
0 1:16.0 2:128.0 3:9.0 4:0.0 5:0.0 6:0.5 7:0.077777766 8:0.66666675 9:0.31111118 10:5.5555553 11:6.888889 12:6.6666665 13:3.1111112 14:4.0 15:3.3333333 16:-7.3333335 17:7.111111 18:0.56150794 19:-0.98581076
0 1:26.0 2:67.0 3:9.0 4:0.11111111 5:0.0 6:1.0 7:0.8888903 8:2.4444447 9:3.1851847 10:20.0 11:19.555555 12:25.88889 13:14.555555 14:-1.3333334 15:17.666666 16:-16.333334 17:25.88889 18:0.4369392 19:-1.6232022
0 1:14.0 2:110.0 3:9.0 4:0.0 5:0.0 6:1.7222224 7:5.3518505 8:2.6666667 9:1.0222229 10:17.925926 11:18.88889 12:21.444445 13:13.444445 14:2.8888888 15:10.555555 16:-13.444445 17:21.444445 18:0.36884832 19:-1.3450956
0 1:11.0 2:108.0 3:9.0 4:0.0 5:0.0 6:1.3333335 7:0.80000025 8:1.3888888 9:0.95185167 10:17.666666 11:19.0 12:21.11111 13:12.888889 14:4.0 15:10.333333 16:-14.333333 17:21.11111 18:0.38875645 19:-1.3021333
0 1:85.0 2:101.0 3:9.0 4:0.0 5:0.0 6:1.3333334 7:1.2888881 8:1.2777777 9:1.2185181 10:21.296297 11:21.222221 12:26.777779 13:15.888889 14:-0.22222222 15:16.444445 16:-16.222221 17:26.777779 18:0.4047922 19:-1.5585992
0 1:18.0 2:145.0 3:9.0 4:0.0 5:0.0 6:0.38888896 7:0.018518496 8:0.6111111 9:0.3740741 10:3.925926 11:5.5555553 12:4.0 13:2.2222223 14:4.888889 15:0.22222222 16:-5.111111 17:5.5555553 18:0.6005291 19:-0.57094
0 1:23.0 2:55.0 3:9.0 4:0.0 5:0.0 6:2.2222216 7:3.6740727 8:1.7777773 9:0.7851852 10:23.444445 11:21.666666 12:31.11111 13:17.555555 14:-5.3333335 15:23.0 16:-17.666666 17:31.11111 18:0.43507022 19:-1.7711632
0 1:196.0 2:129.0 3:9.0 4:0.0 5:0.0 6:0.83333325 7:0.43333334 8:0.6666667 9:0.17777774 10:6.3333335 11:7.888889 12:7.3333335 13:3.7777777 14:4.6666665 15:3.0 16:-7.6666665 17:8.222222 18:0.54012346 19:-0.9327826
0 1:80.0 2:116.0 3:9.0 4:0.0 5:0.0 6:1.5 7:1.6333328 8:1.5555557 9:0.87407404 10:21.703703 11:21.222221 12:27.555555 13:16.333334 14:-1.4444444 15:17.555555 16:-16.11111 17:27.555555 18:0.40736422 19:-1.6322426
0 1:2.0 2:44.0 3:9.0 4:0.0 5:0.0 6:2.1666672 7:2.3888876 8:2.3888896 9:1.5296285 10:18.74074 11:17.333334 12:25.222221 13:13.666667 14:-4.2222223 15:19.444445 16:-15.222222 17:25.222221 18:0.45768142 19:-1.7537255
0 1:120.0 2:136.0 3:9.0 4:0.0 5:0.0 6:0.61111116 7:0.4185187 8:1.0000001 9:0.4444444 10:6.259259 11:7.7777777 12:7.2222223 13:3.7777777 14:4.5555553 15:2.8888888 16:-7.4444447 17:8.0 18:0.52954143 19:-0.92460656
0 1:146.0 2:124.0 3:9.0 4:0.0 5:0.0 6:0.4999999 7:0.16666664 8:0.38888875 9:0.107407376 10:6.037037 11:7.4444447 12:7.3333335 13:3.3333333 14:4.2222223 15:3.8888888 16:-8.111111 17:7.6666665 18:0.56349206 19:-1.0247301
0 1:23.0 2:85.0 3:9.0 4:0.0 5:0.0 6:1.4444445 7:1.0518525 8:1.777778 9:0.96296287 10:17.962963 11:18.88889 12:21.88889 13:13.111111 14:2.7777777 15:11.777778 16:-14.555555 17:21.88889 18:0.39975148 19:-1.386867
0 1:138.0 2:116.0 3:9.0 4:0.0 5:0.0 6:0.6111111 7:0.15185188 8:0.4444445 9:0.20740739 10:6.4814816 11:7.5555553 12:8.222222 13:3.6666667 14:3.2222223 15:5.2222223 16:-8.444445 17:8.333334 18:0.5591711 19:-1.1910701
0 1:229.0 2:124.0 3:9.0 4:0.0 5:0.0 6:0.888889 7:0.074073985 8:0.8888889 9:0.3407407 10:5.888889 11:7.111111 12:7.111111 13:3.4444444 14:3.6666667 15:3.6666667 16:-7.3333335 17:7.5555553 18:0.5458554 19:-1.0376626
0 1:22.0 2:116.0 3:9.0 4:0.0 5:0.0 6:0.38888875 7:0.10740741 8:0.33333325 9:0.13333334 10:5.6296296 11:6.7777777 12:7.0 13:3.1111112 14:3.4444444 15:4.111111 16:-7.5555553 17:7.3333335 18:0.57539684 19:-1.0996237
0 1:121.0 2:60.0 3:9.0 4:0.0 5:0.0 6:2.277778 7:2.329629 8:2.888889 9:2.8740742 10:26.74074 11:24.666666 12:35.22222 13:20.333334 14:-6.2222223 15:25.444445 16:-19.222221 17:35.22222 18:0.4223002 19:-1.776113
0 1:33.0 2:149.0 3:9.0 4:0.0 5:0.0 6:0.5555556 7:0.25185165 8:0.72222227 9:0.15185171 10:5.4444447 11:4.111111 12:8.666667 13:3.5555556 14:-4.0 15:9.666667 16:-5.6666665 17:8.666667 18:0.5783389 19:-1.9857028
0 1:80.0 2:95.0 3:9.0 4:0.0 5:0.0 6:1.2222223 7:1.0074079 8:0.944444 9:0.5518514 10:21.407408 11:21.333334 12:26.666666 13:16.222223 14:-0.22222222 15:15.777778 16:-15.555555 17:26.666666 18:0.39043593 19:-1.5673273
0 1:96.0 2:84.0 3:9.0 4:0.0 5:0.0 6:1.5000004 7:1.2777773 8:1.6111107 9:2.2851882 10:23.851852 11:23.555555 12:30.0 13:18.0 14:-0.8888889 15:18.444445 16:-17.555555 17:30.0 18:0.39879107 19:-1.598867
0 1:145.0 2:102.0 3:9.0 4:0.0 5:0.0 6:0.88888866 7:0.6074083 8:2.611111 9:1.4851857 10:23.074074 11:22.11111 12:29.777779 13:17.333334 14:-2.8888888 15:20.11111 16:-17.222221 17:29.777779 18:0.41776258 19:-1.6854404
0 1:18.0 2:138.0 3:9.0 4:0.0 5:0.0 6:0.88888884 7:0.5629629 8:0.83333325 9:0.29999986 10:5.740741 11:7.3333335 12:6.5555553 13:3.3333333 14:4.7777777 15:2.4444444 16:-7.2222223 17:7.3333335 18:0.5438712 19:-0.8621077
0 1:138.0 2:133.0 3:9.0 4:0.0 5:0.0 6:0.6666667 7:0.44444433 8:1.1666666 9:0.21111093 10:6.4444447 11:7.7777777 12:7.888889 13:3.6666667 14:4.0 15:4.3333335 16:-8.333333 17:8.222222 18:0.5582011 19:-1.0776595
0 1:121.0 2:113.0 3:9.0 4:0.0 5:0.0 6:1.722222 7:1.5296303 8:2.944444 9:1.5296295 10:20.25926 11:20.0 12:25.444445 13:15.333333 14:-0.7777778 15:15.555555 16:-14.777778 17:25.444445 18:0.39658895 19:-1.5856091
0 1:95.0 2:57.0 3:9.0 4:0.0 5:0.0 6:1.8333327 7:3.4111106 8:2.1111107 9:1.7185175 10:26.296297 11:24.666666 12:34.444447 13:19.777779 14:-4.888889 15:24.444445 16:-19.555555 17:34.444447 18:0.42569095 19:-1.7390174
1 1:140.0 2:25.0 3:9.0 4:0.0 5:0.0 6:0.99999875 7:1.4666697 8:1.1111107 9:0.118517555 10:128.0 11:117.77778 12:142.33334 13:123.888885 14:-30.666666 15:43.0 16:-12.333333 17:142.33334 18:0.17250364 19:-2.3545518
1 1:142.0 2:33.0 3:9.0 4:0.0 5:0.0 6:0.49999872 7:0.62360865 8:0.50000125 9:0.3496027 10:110.59259 11:96.77778 12:128.66667 13:106.333336 14:-41.444443 15:54.22222 16:-12.777778 17:128.66667 18:0.24777646 19:-2.4080186
1 1:66.0 2:41.0 3:9.0 4:0.0 5:0.0 6:0.61111194 7:0.32773077 8:0.38889185 9:0.32773316 10:109.703705 11:95.111115 12:128.88889 13:105.111115 14:-43.77778 15:57.555557 16:-13.777778 17:128.88889 18:0.26204562 19:-2.404745
1 1:165.0 2:99.0 3:9.0 4:0.0 5:0.0 6:0.88889056 7:0.47407392 8:0.7777786 9:0.47407353 10:93.40741 11:79.0 12:118.0 13:83.22222 14:-43.22222 15:73.77778 16:-30.555555 17:118.0 18:0.33041757 19:-2.2077565
1 1:228.0 2:20.0 3:9.0 4:0.0 5:0.0 6:1.0555547 7:0.49065518 8:0.8333333 9:0.7527733 10:125.0 11:114.0 12:140.55556 13:120.44444 14:-33.0 15:46.666668 16:-13.666667 17:140.55556 18:0.18889166 19:-2.348006
1 1:124.0 2:29.0 3:9.0 4:0.0 5:0.0 6:1.0000013 7:0.7111076 8:1.0555534 9:0.90741664 10:128.44444 11:119.22222 12:142.88889 13:123.22222 14:-27.666666 15:43.333332 16:-15.666667 17:142.88889 18:0.16561614 19:-2.271128
1 1:156.0 2:32.0 3:9.0 4:0.0 5:0.0 6:0.77777356 7:0.16296418 8:2.6111095 9:1.0407379 10:136.2963 11:129.77779 12:146.33334 13:132.77779 14:-19.555555 15:30.11111 16:-10.555555 17:146.33334 18:0.113055356 19:-2.280755
1 1:21.0 2:90.0 3:9.0 4:0.0 5:0.0 6:0.66666794 7:0.044444147 8:0.7777786 9:0.56296283 10:113.48148 11:105.888885 12:128.55556 13:106.0 14:-22.777779 15:45.22222 16:-22.444445 17:128.55556 18:0.17969723 19:-2.0978148
1 1:8.0 2:39.0 3:9.0 4:0.11111111 5:0.0 6:1.3888906 7:1.129629 8:1.8333334 9:0.699999 10:113.37037 11:102.55556 12:132.0 13:105.55556 14:-32.444443 15:55.88889 16:-23.444445 17:132.0 18:0.22295359 19:-2.1981578
1 1:122.0 2:11.0 3:9.0 4:0.0 5:0.0 6:1.0 7:0.31111577 8:2.8888905 9:5.051852 10:143.44444 11:136.88889 12:150.88889 13:142.55556 14:-19.666666 15:22.333334 16:-2.6666667 17:150.88889 18:0.09277301 19:-2.5216477
1 1:44.0 2:79.0 3:9.0 4:0.0 5:0.0 6:0.44444403 7:0.34426486 8:0.7777786 9:0.4036864 10:107.74074 11:93.888885 12:126.55556 13:102.77778 14:-41.555557 15:56.444443 16:-14.888889 17:126.55556 18:0.2580791 19:-2.3779652
1 1:7.0 2:18.0 3:9.0 4:0.0 5:0.0 6:1.2777786 7:0.7296265 8:0.9444453 9:0.37407914 10:138.62962 11:133.33334 12:147.55556 13:135.0 14:-15.888889 15:26.777779 16:-10.888889 17:147.55556 18:0.096352234 19:-2.2146115
1 1:188.0 2:42.0 3:9.0 4:0.0 5:0.0 6:0.7777786 7:0.5443299 8:1.6666679 9:1.2649081 10:108.92593 11:95.666664 12:126.22222 13:104.888885 14:-39.77778 15:51.88889 16:-12.111111 17:126.22222 18:0.24193405 19:-2.4103878
1 1:152.0 2:18.0 3:9.0 4:0.0 5:0.0 6:0.7777774 7:0.4554219 8:0.55555725 9:0.2721644 10:112.111115 11:97.22222 12:130.44444 13:108.666664 14:-44.666668 15:55.0 16:-10.333333 17:130.44444 18:0.2546684 19:-2.45498
1 1:120.0 2:74.0 3:9.0 4:0.0 5:0.0 6:0.3333346 7:0.08888922 8:0.50000125 9:0.07777796 10:101.85185 11:89.111115 12:123.22222 13:93.22222 14:-38.22222 15:64.111115 16:-25.88889 17:123.22222 18:0.2767844 19:-2.2205532
1 1:143.0 2:24.0 3:9.0 4:0.0 5:0.0 6:1.2777773 7:0.9074056 8:0.88888806 9:1.1407489 10:127.62963 11:117.666664 12:141.66667 13:123.55556 14:-29.88889 15:42.11111 16:-12.222222 17:141.66667 18:0.16939692 19:-2.349252
1 1:181.0 2:27.0 3:9.0 4:0.0 5:0.0 6:0.7222214 7:0.46296388 8:0.5 9:0.25555483 10:138.07408 11:132.55556 12:146.55556 13:135.11111 14:-16.555555 15:25.444445 16:-8.888889 17:146.55556 18:0.09626316 19:-2.2645319
1 1:107.0 2:21.0 3:9.0 4:0.0 5:0.0 6:0.66666156 7:0.51639783 8:1.1666666 9:0.4082483 10:126.77778 11:115.77778 12:141.88889 13:122.666664 14:-33.0 15:45.333332 16:-12.333333 17:141.88889 18:0.18402189 19:-2.3703718
1 1:226.0 2:83.0 3:9.0 4:0.0 5:0.0 6:0.8888893 7:0.5185186 8:1.0555521 9:0.50740635 10:90.62963 11:74.55556 12:116.888885 13:80.44444 14:-48.22222 15:78.77778 16:-30.555555 17:116.888885 18:0.36206177 19:-2.2390528
1 1:93.0 2:29.0 3:9.0 4:0.0 5:0.0 6:1.2222239 7:1.2296363 8:1.3888906 9:1.5740819 10:128.48148 11:119.0 12:142.77777 13:123.666664 14:-28.444445 15:42.88889 16:-14.444445 17:142.77777 18:0.16648434 19:-2.2977605
1 1:60.0 2:52.0 3:9.0 4:0.0 5:0.0 6:0.7222226 7:0.5963011 8:0.7777774 9:0.7407436 10:111.62963 11:101.0 12:129.22223 13:104.666664 14:-31.88889 15:52.77778 16:-20.88889 17:129.22223 18:0.21837935 19:-2.2296848
1 1:179.0 2:101.0 3:9.0 4:0.0 5:0.0 6:0.44444785 7:0.3851871 8:0.61110944 9:0.32963282 10:134.92592 11:126.44444 12:147.22223 13:131.11111 14:-25.444445 15:36.88889 16:-11.444445 17:147.22223 18:0.14110672 19:-2.3287346
1 1:112.0 2:30.0 3:9.0 4:0.0 5:0.0 6:0.55555725 7:0.2721644 8:1.2222227 9:0.7200825 10:113.25926 11:100.77778 12:130.11111 13:108.888885 14:-37.444443 15:50.555557 16:-13.111111 17:130.11111 18:0.22538376 19:-2.3853076
1 1:103.0 2:64.0 3:9.0 4:0.0 5:0.0 6:0.6666667 7:0.6992054 8:1.3333308 9:0.91893595 10:108.77778 11:96.333336 12:126.22222 13:103.77778 14:-37.333332 15:52.333332 16:-15.0 17:126.22222 18:0.2367968 19:-2.3554425
1 1:174.0 2:50.0 3:9.0 4:0.0 5:0.0 6:1.0000013 7:0.7601153 8:0.9444453 9:0.9525792 10:107.44444 11:94.666664 12:125.77778 13:101.888885 14:-38.333332 15:55.0 16:-16.666666 17:125.77778 18:0.2473368 19:-2.3372955
1 1:80.0 2:40.0 3:9.0 4:0.0 5:0.0 6:0.6111107 7:0.5741323 8:0.7222226 9:0.7722025 10:110.703705 11:96.22222 12:129.0 13:106.888885 14:-43.444443 15:54.88889 16:-11.444445 17:129.0 18:0.2540513 19:-2.4346924
1 1:67.0 2:71.0 3:9.0 4:0.0 5:0.0 6:1.6666666 7:0.8888911 8:1.4999987 9:0.29999846 10:125.96296 11:115.55556 12:140.88889 13:121.44444 14:-31.222221 15:44.77778 16:-13.555555 17:140.88889 18:0.17967218 19:-2.339758
1 1:92.0 2:56.0 3:9.0 4:0.0 5:0.0 6:0.44444275 7:0.029629406 8:0.8333333 9:0.5666677 10:126.0 11:115.888885 12:140.66667 13:121.44444 14:-30.333334 15:44.0 16:-13.666667 17:140.66667 18:0.17606053 19:-2.3267827
1 1:67.0 2:32.0 3:9.0 4:0.0 5:0.0 6:0.944444 7:1.0628421 8:1.7777786 9:1.3109215 10:126.22222 11:115.111115 12:142.22223 13:121.333336 14:-33.333332 15:48.0 16:-14.666667 17:142.22223 18:0.19062504 19:-2.333746
1 1:125.0 2:46.0 3:9.0 4:0.11111111 5:0.0 6:0.61110944 7:0.61161584 8:2.166668 9:0.7817352 10:124.55556 11:112.77778 12:141.0 13:119.888885 14:-35.333332 15:49.333332 16:-14.0 17:141.0 18:0.20012376 19:-2.357688
2 1:101.0 2:121.0 3:9.0 4:0.11111111 5:0.0 6:0.6666667 7:0.843274 8:1.5 9:0.88819396 10:3.4074075 11:1.1111112 12:6.0 13:3.1111112 14:-6.888889 15:7.7777777 16:-0.8888889 17:6.0 18:0.8435185 19:-2.5191648
2 1:21.0 2:122.0 3:9.0 4:0.0 5:0.0 6:0.44444445 7:0.4036867 8:0.44444445 9:0.4036867 10:0.5555556 11:0.0 12:1.2222222 13:0.44444445 14:-1.6666666 15:2.0 16:-0.33333334 17:1.2222222 18:0.5555556 19:-2.4445627
2 1:45.0 2:89.0 3:9.0 4:0.0 5:0.0 6:0.7777777 7:0.3407409 8:0.77777773 9:0.47407398 10:2.2962964 11:0.11111111 12:6.4444447 13:0.33333334 14:-6.5555553 15:12.444445 16:-5.888889 17:6.4444447 18:0.9861111 19:-2.1239047
2 1:18.0 2:87.0 3:9.0 4:0.0 5:0.0 6:1.5555555 7:1.9626132 8:1.8888887 9:1.7469552 10:2.925926 11:1.2222222 12:5.6666665 13:1.8888888 14:-5.111111 15:8.222222 16:-3.1111112 17:5.6666665 18:0.86277056 19:-2.2294934
2 1:52.0 2:102.0 3:9.0 4:0.0 5:0.0 6:0.72222227 7:0.50740725 8:0.8333333 9:0.5666668 10:2.8888888 11:0.6666667 12:6.3333335 13:1.6666666 14:-6.6666665 15:10.333333 16:-3.6666667 17:6.3333335 18:0.89973545 19:-2.2617195
2 1:54.0 2:91.0 3:9.0 4:0.0 5:0.0 6:1.4444443 7:1.540741 8:0.8333333 9:0.25555572 10:3.2592592 11:0.5555556 12:8.0 13:1.2222222 14:-8.111111 15:14.222222 16:-6.111111 17:8.0 18:0.94481075 19:-2.186723
2 1:80.0 2:87.0 3:9.0 4:0.0 5:0.11111111 6:24.388891 7:572.9964 8:44.722225 9:1386.3292 10:67.44444 11:58.77778 12:79.0 13:64.55556 14:-26.0 15:34.666668 16:-8.666667 17:79.0 18:0.30628127 19:-2.4221272
2 1:140.0 2:124.0 3:9.0 4:0.0 5:0.0 6:1.0 7:0.44444454 8:1.1111112 9:1.0518516 10:2.5185184 11:0.22222222 12:6.111111 13:1.2222222 14:-6.888889 15:10.777778 16:-3.8888888 17:6.111111 18:0.97376543 19:-2.267462
2 1:69.0 2:139.0 3:9.0 4:0.0 5:0.0 6:2.8333328 7:1.7732588 8:2.1111112 9:1.6688871 10:18.074074 11:16.0 12:22.555555 13:15.666667 14:-6.2222223 15:13.444445 16:-7.2222223 17:23.88889 18:0.38661182 19:-1.7028334
